Category,Retailer,SKU,PN,URL,Price,Avg Rating,Rating Count
Microwaves,PC Richard,JVM3160DFWW,JVM3160DFWW,http://www.pcrichard.com/GE/GE-1-6-Cu-Ft-Over-the-Range-Microwave-White-on-White/JVM3160DFWW.pcrp?catId=201040,179,,
Microwaves,PC Richard,JVM3160RFSS,JVM3160RFSS,http://www.pcrichard.com/GE/GE-1-6-Cu-Ft-Over-the-Range-Microwave-Stainless-Steel/JVM3160RFSS.pcrp?catId=201040,224,,
Microwaves,PC Richard,JVM6175DFBB,JVM6175DFBB,http://www.pcrichard.com/GE/GE-1-7-Cu-Ft-Over-the-Range-Microwave-Black-on-Black/JVM6175DFBB.pcrp?catId=201040,251,,
Microwaves,PC Richard,JVM6175DFWW,JVM6175DFWW,http://www.pcrichard.com/GE/GE-1-7-Cu-Ft-Over-the-Range-Microwave-White-on-White/JVM6175DFWW.pcrp?catId=201040,251,,
Microwaves,PC Richard,JVM6175EFES,JVM6175EFES,http://www.pcrichard.com/GE/GE-1-7-Cu-Ft-Over-the-Range-Microwave-Slate/JVM6175EFES.pcrp?catId=201040,296,,
Microwaves,PC Richard,JVM6175RFSS,JVM6175RFSS,http://www.pcrichard.com/GE/GE-1-7-Cu-Ft-Over-the-Range-Microwave-Stainless-Steel-with-Black-Sides/JVM6175RFSS.pcrp?catId=201040,296,,
Microwaves,PC Richard,JVM6175SFSS,JVM6175SFSS,http://www.pcrichard.com/GE/GE-1-7-Cu-Ft-Over-the-Range-Microwave-Stainless-Steel-with-Gray-Sides/JVM6175SFSS.pcrp?catId=201040,296,,
Microwaves,PC Richard,JVM7195DFCC,JVM7195DFCC,http://www.pcrichard.com/GE/GE-1-9-Cu-Ft-Over-the-Range-Microwave-Bisque-on-Bisque/JVM7195DFCC.pcrp?catId=201040,314,,
Microwaves,PC Richard,JVM7195DFWW,JVM7195DFWW,http://www.pcrichard.com/GE/GE-1-9-Cu-Ft-Over-the-Range-Microwave-White-on-White/JVM7195DFWW.pcrp?catId=201040,314,,
Microwaves,PC Richard,JVM7195EFES,JVM7195EFES,http://www.pcrichard.com/GE/GE-1-9-Cu-Ft-Over-the-Range-Microwave-Slate/JVM7195EFES.pcrp?catId=201040,359,,
